,LacyClayMO1,RosLehtinen,senrobportman,RepThompson,repdonnaedwards,SenMarkey,WhipHoyer,senorrinhatch,SenJeffMerkley,RepMcGovern,DonaldNorcross,RepMikeQuigley,RepWilson,RepMaloney,CongressmanGT,RepYvetteClarke,RepKinzinger,MarkUdall,RepByrne,cbrangel,FrankPallone,repdinatitus,RepBeatty,repjoecrowley,SenatorLeahy,SenatorBaldwin,RepSwalwell,SenSchumer,NydiaVelazquez,SenatorCardin,NancyPelosi,RepPaulTonko,SenatorKirk,RepBarbaraLee,RepAdams,RepReneeEllmers,SusanWBrooks,RepLoisFrankel,SenJohnMcCain,SenTedCruz,SpeakerRyan,USRepLong,USRepKCastor,SenBlumenthal,RepLujanGrisham,SenGillibrand,senatemajldr,RepScottPeters,SpeakerBoehner,marcorubio,RepMarciaFudge,JimLangevin,SenatorTomUdall,RepGraceMeng,SenatorTester,MarioDB,SenatorMenendez,RepGregoryMeeks,janschakowsky,SenDeanHeller,JoaquinCastrotx,CongHuelskamp,RonWyden,LEETERRYNE,SenatorDurbin,RepPeteOlson,RepKClark,SenFeinstein,RepDanKildee,RepCummings,cathymcmorris,SenatorFischer,SenCapito,RepGoodlatte,RepDelBene,BruceBraley,RepSamGraves,RepDianeBlack,RoyBlunt,RepGwenMoore,RepRubenGallego,RepRichHudson,RepRoybalAllard,rep_stevewomack,RepTedDeutch,PattyMurray,JohnCornyn,RepDianaDeGette,SenJackReed,SenatorTimScott,SenatorHeitkamp,RepFredUpton,RepJerryNadler,McCaskillOffice,GKButterfield,RepBrianHiggins,repcleaver,SenPatRoberts,RepDonaldPayne,replouiegohmert,SenatorSinema,SenatorCarper,SenatorLankford,RepRichardHanna,RepCardenas,SenWhitehouse,RepHartzler,RepLowenthal,SenBobCasey,SenatorWicker,RepGaramendi,BobbyScott,BettyMcCollum04,RepVeasey,RepSpeier,rosadelauro,keithellison,RepEBJ,RepRaulGrijalva,RepTimWalz,RepRickLarsen,SenFranken,MikeCrapo,RepPerlmutter,RepCicilline,JacksonLeeTX18,RepEsty,GOPLeader,MikeKellyPA,RepRobinKelly,RepTerriSewell,repjohnkline,RepDold,RepKevinBrady,RepEdRoyce,RepMeehan,SteveScalise,ChrisMurphyCT,RepJoeKennedy,RepDWStweets,RepBillFlores,WaxmanClimate,chakafattah,Sen_JoeManchin,RepFitzpatrick,RepDougCollins,KeithRothfus,SenDonnelly,TulsiPress,RepRickCrawford,RepHankJohnson,SenGaryPeters,PeterRoskam,SenAlexander,RepFincherTN08,RepFrankGuinta,SenBooker,RepSteveIsrael,SteveDaines,RepMcKinley,SenatorIsakson,RepErikPaulsen,RepCuellar,RepLipinski,RepJoeBarton,RepChrisCollins,RepStephenLynch,RepScottRigell,RepCheri,RepDennyHeck,JackKingston,MarkWarner,boblatta,RepMarcyKaptur,RepMikeHonda,RepLoBiondo,PatrickMcHenry,maziehirono,RodneyDavis,SenJohnHoeven,RepTimRyan,RepAdrianSmith,SenBobCorker,RepTomGraves,DesJarlaisTN04,GovRonDeSantis,RepJohnConyers,RepGusBilirakis,louiseslaughter,RepJasonSmith,BillCassidy,RepWalorski,SenAngusKing,RepTomPrice,RepSeanMaloney,RepSteveStivers,RepKristiNoem,RepStevePearce,SenDuckworth,RepKarenBass,RepChrisStewart,SenMikeLee,RepSteveChabot,RepLarryBucshon,RepDLamborn,RepBillFoster,JudgeCarter,RepAnnWagner,DarrellIssa,RepKevinYoder,RepDavid,RepAndyBarr,RepSeanDuffy,RepJimRenacci,RepMcNerney,RepPhilGingrey,SenTomCotton,RepLindaSanchez,SenLandrieu,RepJeffries,RepAdamSchiff,RepCharlieDent,SenatorShaheen,RepBradWenstrup,RandyNeugebauer,RepLynnJenkins,RepGosar,RepTomMarino,SenJohnBarrasso,michaelcburgess,RepJeffDenham,PeteSessions,RepKenMarchant,USRepRickNolan,RepHuffman,RepJoeCourtney,JohnBoozman,RepDaveJoyce,RepLouBarletta,RepAnnieKuster,RepDennisRoss,aaronschock,RepBillJohnson,RepCartwright,SenatorHarkin,RepLoisCapps,SenSherrodBrown,RepBonamici,MarshaBlackburn,RepMikeRogersAL,RepJohnYarmuth,RepBera,RepJBridenstine,ToddRokita,RepThomasMassie,SenCoonsOffice,RepGeneGreen,SenRonJohnson,RepMikeTurner,RepRWilliams,jahimes,SenatorBegich,RepMikeRogers,USRepDavidJolly,RepJeffDuncan,JuliaBrownley26,RepWebster,JohnCarneyDE,SenSanders,lisamurkowski,MicheleBachmann,DorisMatsui,RepMullin,SenKevinCramer,JerryMoran,askgeorge,TomRooney,Call_Me_Dutch,SenToomey,SenatorBarb,SenatorBoxer,MaxineWaters,amyklobuchar,RepBobGibbs,RepShimkus,RepJimCosta,RepPaulCook,RepMikeCoffman,SenatorEnzi,ChrisVanHollen,RepAndreCarson,SenJohnThune,LorettaSanchez,DocHastings,GerryConnolly,RobWittman,NitaLowey,GrahamBlog,jaredpolis,PeterWelch,RepZoeLofgren,RepRibble,farenthold,RepRichmond,RepBillShuster,RepRobWoodall,TGowdySC,repsandylevin,RepWalberg,SenBennetCO,RepMcCaul,TXRandy14,SenatorBurr,RepHastingsFL,jasoninthehouse,RepAdamSmith,RepLukeMesser,SenCoryGardner,RepScottPerry,RepPittenger,RepMarthaRoby,RepDaveBrat,LamarSmithTX21,TimBishopNY,SanfordBishop,SenatorReid,InhofePress,SenThadCochran,RepBlaine,davereichert,BillPascrell,RepGarrett,RepMarkTakano,SenDanCoats,RepJohnLarson,RepTipton,RepAndyHarrisMD,SenWarren,RepDerekKilmer,RepRobertHurt,RepTomReed,RepStutzman,RepTierney,Jim_Jordan,SenStabenow,CongPalazzo,SenBrianSchatz,JeffFortenberry,RepFilemonVela,RepAnnaEshoo,KenCalvert,RepHalRogers,RepCurtClawson,RepTomRice,GreggHarper,RepJoeWilson,johnculberson,Clyburn,virginiafoxx,RepJimMcDermott,RepChrisSmith,RepSanfordSC,repdavidscott,MarkAmodeiNV2,RepMGriffith,RepKayGranger,ConawayTX11,SenatorCollins,SteveKingIA,RepDavidValadao,JeffFlake,RepSarbanes,TomLatham,RepEdWhitfield,VernBuchanan,ChuckGrassley,RepRichardNeal,SenatorRisch,USRepRodney,CongressmanRuiz,SenShelby,RepMoBrooks,RepFleming,Jim_Moran,RepTedYoho,RepPeterDeFazio,repdonyoung,AustinScottGA08,RepHanabusa,RepRonKind,RepGuthrie,RepSchrader,RepHensarling,BillOwensNY,daveloebsack,RepVisclosky,BradSherman,JimPressOffice,TomColeOK04,repjohnlewis,MacTXPress,RepBobbyRush,SenJohnsonSD,collinpeterson,repbenraylujan,USRepMikeDoyle,AnderCrenshaw,DrPhilRoe,Randy_Forbes,BennieGThompson,RepMarkMeadows,SaxbyChambliss,CongressmanDan,CynthiaLummis,repgregwalden,RepJimMatheson,RepJohnDuncanJr,Robert_Aderholt,congbillposey,HowardCoble,SamsPressShop,RepLaMalfa,RepBrady,RepHolding,Rep_Hunter,BuckMcKeon,RepGaryMiller,HerreraBeutler,mikecapuano,RepFrankLucas,RepPeteKing,CandiceMiller,CongMikeSimpson,BlumenauerMedia,RepMcClintock,LuisGutierrez,SenBillNelson,RepMcCarthyNY,DanaRohrabacher,BachusAL06,DuncanHunter,jeffsessions,EleanorNorton,MikeKellyforPA,RandPaul,RepRobBishop,SenToddYoung,GeorgeHolding,RepHuizenga,RepJoseSerrano,RepSusanDavis,USRepKeating,RepWalterJones,ChrisCoons,timkaine,RepCohen,RepJuanVargas,RepDannyDavis,ChelliePingree,repblumenauer,RepJimCooper,RepSires,RepLloydDoggett,Repkirkpatrick,RepAlGreen,RepJudyChu,SenatorCantwell,RepDavidEPrice,SecPompeo,MartinHeinrich,justinamash,DevinNunes,GraceNapolitano,RepChuck,RepEliotEngel
DonaldNorcross,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepMikeQuigley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepWilson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepMaloney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CongressmanGT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepYvetteClarke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepKinzinger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MarkUdall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,9,30,17,0,21,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,49,0,21,0,0,0,48,26,0,0,19,40,0,0,0,29,0,0,0,0,0,43,12,0,11,0,0,20,0,0,0,4,51,0,14,0,16,42,21,48,0,2,19,2,0,0,0,39,0,0,18,0,0,0,16,34,18,21,33,15,19,8,16,0,0,17,0,44,11,15,31,0,23,0,20,16,21,12,12,31,9,39,22,0,27,25,18,0,42,0,0,0,14,17,21,26,12,15,31,37,28,10,0,23,27,0,19,30,0,0,28,26,28,16,26,0,22,13,21,0,29,20,24,30,16,11,44,45,3,8,25,6,12,16,7,23,3,33,30,0,0,0,13,28,29,9,19,7,5,22,0,7,0,0,6,9,11,0,0,23,11,0,0,7,29,8,0,0,27,14,26,34,23,33,0,0,18,0,30,30,29,11,22,41,0,34,11,0,6,35,6,13,27,31,13,20,29,29,1,4,23,17,36,7,25,15,31,0,46,20,30,32,0,0,0,0,31,26,17,21,33,21,23,7,16,32,7,10,24,16,0,34,0,16,13,20,19,9,13,0,10,2,19,9,5,0,8,16,4,0,19,14,26,4,3,6,14,13,8,11,14,11,12,19,19,23,24,11,0,4,9,0,17,3,19,14,36,9,13,6,2,6,22,4,10,12,5,13,1,3,2,14,6,1,10,13,1,24,6,7,11,17,4,4,16,7,9,14,1,14,5,1,2,6,7,13,7,3,0,1,6,1,7,4,0,1,0,1,3,2,0,0,0,0,0,0,13,0,0,0,0,22,14,36,8,21,0,0,0,21,1,0,8,0,0,0,0,2,0,0,0,0,0,0,7,0,5,4
RepByrne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cbrangel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,5,5,0,18,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,3,0,0,0,14,7,4,0,9,19,0,0,0,0,0,0,0,0,0,8,4,0,1,0,0,9,0,0,0,7,12,0,1,0,4,5,4,10,0,2,1,9,0,0,0,8,0,0,12,0,0,0,1,12,3,5,4,4,0,2,3,0,0,4,0,17,0,1,6,0,0,0,3,6,2,3,2,16,3,10,3,0,3,4,5,0,12,0,0,0,16,3,3,2,2,3,12,5,4,3,0,4,2,0,6,7,0,0,8,4,14,10,10,0,6,3,3,0,9,3,5,5,2,4,8,9,0,4,3,4,3,3,4,1,1,5,7,0,0,0,1,10,2,2,2,4,1,9,0,0,0,0,0,1,3,0,0,3,4,0,0,0,12,0,0,0,5,1,6,3,2,9,0,0,3,0,5,4,3,0,9,16,0,13,0,0,0,9,1,1,2,9,3,5,13,4,0,1,7,3,1,2,1,2,9,0,13,3,1,5,0,0,0,0,9,5,3,2,6,3,3,1,2,14,1,4,2,5,0,8,0,1,0,1,3,0,3,0,3,1,6,1,1,0,1,3,0,0,9,2,11,1,1,2,2,4,3,0,3,3,1,9,1,2,3,0,0,1,0,0,4,1,6,4,9,2,3,1,0,3,6,1,1,2,1,1,0,3,1,2,6,0,3,3,0,9,3,2,4,3,1,0,1,1,2,0,0,4,0,0,0,1,2,4,2,0,0,0,1,0,1,4,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,10,5,1,3,0,0,0,11,1,0,5,0,0,0,0,4,0,0,0,0,0,0,1,0,1,6
